product_id,name,category,brand,price,description,in_stock,base_rating,created_date
1,Huawei SE 2023,Смартфоны,Huawei,149367.71,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,4.16,2025-04-06
2,Huawei Plus 2023,Смартфоны,Huawei,49123.49,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,3.53,2024-10-27
3,Huawei Plus 2024,Смартфоны,Huawei,115704.25,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,3.51,2025-07-23
4,Samsung Ultra 2024,Смартфоны,Samsung,80442.5,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.35,2025-02-07
5,Samsung Plus 2024,Смартфоны,Samsung,128610.94,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.29,2025-06-21
6,Xiaomi Pro 2024,Смартфоны,Xiaomi,37741.21,Мощный процессор и долгая работа от батареи. Xiaomi - это гарантия качества и надежности.,True,4.38,2025-07-03
7,Huawei Ultra 2023,Смартфоны,Huawei,44250.78,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,False,4.19,2025-02-05
8,Apple Mini 2023,Смартфоны,Apple,67733.48,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,4.28,2025-08-26
9,Huawei Max 2023,Смартфоны,Huawei,65577.03,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,3.52,2025-09-05
10,Apple Ultra 2023,Смартфоны,Apple,106794.54,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.65,2024-10-14
11,Samsung Mini 2023,Смартфоны,Samsung,20941.69,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,3.93,2024-12-06
12,Samsung SE 2023,Смартфоны,Samsung,141134.19,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,False,3.66,2025-06-02
13,Apple Ultra 2024,Смартфоны,Apple,38438.91,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,3.52,2025-06-03
14,Huawei Max 2023,Смартфоны,Huawei,103824.83,Современный дизайн и передовые технологии в одном устройстве. Huawei - это гарантия качества и надежности.,True,3.98,2025-08-16
15,Samsung Plus 2024,Смартфоны,Samsung,118618.59,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,False,3.63,2024-12-19
16,OnePlus Max 2024,Смартфоны,OnePlus,144469.69,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,True,4.32,2025-03-05
17,Samsung Ultra 2023,Смартфоны,Samsung,100772.72,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.61,2025-01-16
18,Apple Ultra 2023,Смартфоны,Apple,97152.0,Мощный процессор и долгая работа от батареи. Apple - это гарантия качества и надежности.,True,4.16,2025-05-23
19,OnePlus SE 2023,Смартфоны,OnePlus,46401.8,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,True,3.66,2025-05-21
20,Huawei Max 2023,Смартфоны,Huawei,23089.61,Современный дизайн и передовые технологии в одном устройстве. Huawei - это гарантия качества и надежности.,True,3.76,2025-03-11
21,Samsung Mini 2023,Смартфоны,Samsung,47138.64,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.73,2025-04-04
22,Samsung Ultra 2024,Смартфоны,Samsung,101886.28,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.77,2024-10-23
23,Xiaomi Pro 2023,Смартфоны,Xiaomi,129336.2,Современный дизайн и передовые технологии в одном устройстве. Xiaomi - это гарантия качества и надежности.,True,3.77,2025-08-23
24,Samsung Mini 2023,Смартфоны,Samsung,97088.53,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,3.74,2024-11-01
25,Apple Pro 2024,Смартфоны,Apple,24447.96,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.79,2025-06-07
26,Samsung Pro 2023,Смартфоны,Samsung,95005.14,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,3.6,2025-01-23
27,Xiaomi Max 2023,Смартфоны,Xiaomi,48064.87,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,3.89,2024-11-28
28,Huawei Mini 2023,Смартфоны,Huawei,51701.21,Современный дизайн и передовые технологии в одном устройстве. Huawei - это гарантия качества и надежности.,True,4.76,2025-02-28
29,Huawei Max 2024,Смартфоны,Huawei,74585.77,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.06,2025-07-02
30,Huawei Pro 2024,Смартфоны,Huawei,72698.63,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,4.7,2024-11-19
31,OnePlus Max 2023,Смартфоны,OnePlus,49734.38,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,True,3.87,2024-12-06
32,OnePlus Plus 2023,Смартфоны,OnePlus,59986.61,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,True,3.7,2025-06-14
33,Apple Pro 2024,Смартфоны,Apple,81346.25,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,False,4.76,2025-03-12
34,Huawei Plus 2024,Смартфоны,Huawei,101541.58,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.65,2025-07-18
35,Huawei SE 2023,Смартфоны,Huawei,41220.81,Современный дизайн и передовые технологии в одном устройстве. Huawei - это гарантия качества и надежности.,False,4.5,2025-03-25
36,OnePlus Mini 2024,Смартфоны,OnePlus,100722.27,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,True,4.35,2025-02-14
37,Samsung Max 2024,Смартфоны,Samsung,19658.52,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,4.38,2024-09-27
38,Samsung Ultra 2024,Смартфоны,Samsung,142475.8,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.28,2024-10-15
39,Samsung Pro 2023,Смартфоны,Samsung,119081.25,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.0,2024-09-23
40,OnePlus Pro 2023,Смартфоны,OnePlus,133260.83,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. OnePlus - это гарантия качества и надежности.,True,3.83,2025-04-18
41,OnePlus SE 2024,Смартфоны,OnePlus,94120.77,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,True,4.64,2025-08-05
42,Apple Mini 2024,Смартфоны,Apple,124920.78,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,4.71,2025-02-28
43,Xiaomi Pro 2023,Смартфоны,Xiaomi,125212.57,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,4.51,2025-02-18
44,OnePlus Plus 2024,Смартфоны,OnePlus,113960.7,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. OnePlus - это гарантия качества и надежности.,True,3.74,2025-07-13
45,Samsung Plus 2023,Смартфоны,Samsung,82852.86,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.56,2025-06-16
46,Samsung Pro 2023,Смартфоны,Samsung,124239.11,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.67,2025-02-22
47,Huawei Mini 2023,Смартфоны,Huawei,132228.87,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,3.61,2025-07-18
48,Xiaomi Pro 2024,Смартфоны,Xiaomi,19005.0,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,4.37,2025-07-30
49,Apple Pro 2024,Смартфоны,Apple,116492.82,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.53,2025-08-29
50,Apple Max 2023,Смартфоны,Apple,65714.88,Мощный процессор и долгая работа от батареи. Apple - это гарантия качества и надежности.,False,4.49,2025-01-14
51,Huawei Ultra 2024,Смартфоны,Huawei,60434.28,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,False,4.8,2025-05-20
52,Xiaomi Mini 2024,Смартфоны,Xiaomi,66088.82,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,False,4.64,2025-07-30
53,Apple Plus 2024,Смартфоны,Apple,112904.73,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,3.66,2024-12-22
54,Xiaomi Mini 2023,Смартфоны,Xiaomi,64738.04,Мощный процессор и долгая работа от батареи. Xiaomi - это гарантия качества и надежности.,True,4.63,2024-12-30
55,Huawei Mini 2023,Смартфоны,Huawei,15422.43,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,False,4.56,2025-09-11
56,Xiaomi Pro 2024,Смартфоны,Xiaomi,106520.47,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,4.02,2024-11-10
57,Apple Ultra 2024,Смартфоны,Apple,141776.44,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,False,4.61,2025-07-30
58,Huawei Ultra 2023,Смартфоны,Huawei,111112.17,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,False,4.52,2025-01-04
59,Apple Max 2024,Смартфоны,Apple,122570.8,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,4.8,2025-01-23
60,Samsung Plus 2023,Смартфоны,Samsung,80092.75,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,3.78,2024-10-17
61,Apple Pro 2024,Смартфоны,Apple,149103.8,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.71,2025-03-07
62,Xiaomi Max 2024,Смартфоны,Xiaomi,104900.91,Мощный процессор и долгая работа от батареи. Xiaomi - это гарантия качества и надежности.,True,3.68,2024-12-20
63,Huawei Pro 2024,Смартфоны,Huawei,132711.98,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.28,2024-10-25
64,Xiaomi Plus 2024,Смартфоны,Xiaomi,103279.15,Мощный процессор и долгая работа от батареи. Xiaomi - это гарантия качества и надежности.,False,4.07,2025-05-23
65,Samsung Ultra 2023,Смартфоны,Samsung,54281.83,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.46,2025-06-15
66,Apple SE 2024,Смартфоны,Apple,32201.36,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,False,4.25,2025-09-19
67,Xiaomi Pro 2023,Смартфоны,Xiaomi,129361.01,Современный дизайн и передовые технологии в одном устройстве. Xiaomi - это гарантия качества и надежности.,True,3.97,2024-10-07
68,Samsung SE 2023,Смартфоны,Samsung,29389.1,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.1,2025-07-07
69,Xiaomi Max 2024,Смартфоны,Xiaomi,106797.42,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,3.69,2024-10-14
70,Apple SE 2024,Смартфоны,Apple,56700.34,Мощный процессор и долгая работа от батареи. Apple - это гарантия качества и надежности.,True,4.8,2024-09-23
71,OnePlus Plus 2023,Смартфоны,OnePlus,81828.45,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,False,3.58,2025-04-02
72,Samsung Mini 2023,Смартфоны,Samsung,129489.44,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,3.57,2025-06-20
73,Huawei Mini 2024,Смартфоны,Huawei,55378.74,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,False,3.71,2025-09-08
74,OnePlus Plus 2024,Смартфоны,OnePlus,72029.06,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,False,4.49,2025-03-03
75,Apple SE 2024,Смартфоны,Apple,53119.15,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.21,2025-08-01
76,Samsung Ultra 2023,Смартфоны,Samsung,129724.31,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.35,2024-11-28
77,Samsung Plus 2024,Смартфоны,Samsung,54296.01,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.55,2025-06-11
78,Apple Ultra 2023,Смартфоны,Apple,106572.9,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.78,2024-10-07
79,Samsung Pro 2023,Смартфоны,Samsung,63003.82,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,3.57,2024-12-30
80,Xiaomi SE 2024,Смартфоны,Xiaomi,145913.14,Мощный процессор и долгая работа от батареи. Xiaomi - это гарантия качества и надежности.,True,3.82,2025-07-21
81,Samsung Plus 2024,Смартфоны,Samsung,55863.1,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,False,4.35,2025-03-11
82,Apple Plus 2024,Смартфоны,Apple,52154.17,Мощный процессор и долгая работа от батареи. Apple - это гарантия качества и надежности.,True,3.52,2025-07-22
83,Apple Pro 2024,Смартфоны,Apple,101590.26,Мощный процессор и долгая работа от батареи. Apple - это гарантия качества и надежности.,True,4.26,2024-11-30
84,Huawei Ultra 2023,Смартфоны,Huawei,122236.4,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,4.8,2024-09-25
85,Huawei Ultra 2023,Смартфоны,Huawei,28424.57,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Huawei - это гарантия качества и надежности.,True,4.62,2024-12-18
86,Samsung Plus 2023,Смартфоны,Samsung,68162.53,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.19,2025-08-18
87,OnePlus SE 2023,Смартфоны,OnePlus,116723.61,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. OnePlus - это гарантия качества и надежности.,False,4.67,2025-06-19
88,OnePlus Mini 2023,Смартфоны,OnePlus,15718.74,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,True,3.66,2025-07-16
89,OnePlus Max 2023,Смартфоны,OnePlus,26855.83,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,False,3.55,2025-07-18
90,OnePlus Ultra 2024,Смартфоны,OnePlus,145447.28,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. OnePlus - это гарантия качества и надежности.,True,4.73,2025-09-19
91,Samsung Ultra 2023,Смартфоны,Samsung,142738.97,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,False,3.88,2024-12-20
92,Huawei Max 2024,Смартфоны,Huawei,108838.7,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,False,4.8,2024-11-13
93,OnePlus SE 2023,Смартфоны,OnePlus,107870.59,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,True,3.81,2025-06-15
94,Samsung Ultra 2023,Смартфоны,Samsung,144252.1,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.27,2025-04-30
95,Samsung Mini 2024,Смартфоны,Samsung,25038.55,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,4.34,2025-06-28
96,Huawei Plus 2023,Смартфоны,Huawei,142539.97,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.4,2024-12-19
97,Samsung Pro 2024,Смартфоны,Samsung,149373.5,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,4.43,2024-12-05
98,OnePlus SE 2023,Смартфоны,OnePlus,71657.67,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. OnePlus - это гарантия качества и надежности.,True,4.52,2025-03-09
99,Apple SE 2023,Смартфоны,Apple,25465.82,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,4.39,2025-02-23
100,Apple Ultra 2023,Смартфоны,Apple,63980.63,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,3.69,2025-05-27
101,Xiaomi Pro 2023,Смартфоны,Xiaomi,65916.06,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,3.64,2025-07-18
102,Samsung SE 2024,Смартфоны,Samsung,94491.65,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,3.95,2024-12-01
103,Xiaomi SE 2024,Смартфоны,Xiaomi,97008.04,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Xiaomi - это гарантия качества и надежности.,True,4.73,2025-03-04
104,Samsung Ultra 2024,Смартфоны,Samsung,79376.35,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,4.39,2025-07-02
105,Samsung Max 2024,Смартфоны,Samsung,91620.7,Современный дизайн и передовые технологии в одном устройстве. Samsung - это гарантия качества и надежности.,True,4.44,2025-03-14
106,Samsung Mini 2024,Смартфоны,Samsung,110416.21,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Samsung - это гарантия качества и надежности.,True,3.96,2025-01-23
107,OnePlus Ultra 2024,Смартфоны,OnePlus,143603.2,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,False,4.65,2025-05-25
108,Xiaomi Mini 2023,Смартфоны,Xiaomi,142906.38,Современный дизайн и передовые технологии в одном устройстве. Xiaomi - это гарантия качества и надежности.,True,4.6,2024-10-30
109,Apple Pro 2023,Смартфоны,Apple,142557.04,Высокопроизводительный смартфон с отличной камерой и быстрой зарядкой. Apple - это гарантия качества и надежности.,True,3.61,2025-04-26
110,OnePlus Plus 2023,Смартфоны,OnePlus,144892.45,Современный дизайн и передовые технологии в одном устройстве. OnePlus - это гарантия качества и надежности.,True,4.71,2025-07-12
111,Huawei Plus 2023,Смартфоны,Huawei,69738.65,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.58,2025-09-16
112,Huawei Mini 2024,Смартфоны,Huawei,47970.54,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.7,2024-12-23
113,OnePlus Pro 2024,Смартфоны,OnePlus,145227.4,Мощный процессор и долгая работа от батареи. OnePlus - это гарантия качества и надежности.,False,4.49,2025-05-27
114,Samsung Pro 2024,Смартфоны,Samsung,128320.21,Мощный процессор и долгая работа от батареи. Samsung - это гарантия качества и надежности.,True,3.57,2025-01-09
115,Huawei Max 2024,Смартфоны,Huawei,145913.33,Современный дизайн и передовые технологии в одном устройстве. Huawei - это гарантия качества и надежности.,False,3.82,2024-12-17
116,Apple Ultra 2024,Смартфоны,Apple,80221.83,Современный дизайн и передовые технологии в одном устройстве. Apple - это гарантия качества и надежности.,True,4.46,2024-12-02
117,Huawei Max 2024,Смартфоны,Huawei,140429.72,Мощный процессор и долгая работа от батареи. Huawei - это гарантия качества и надежности.,True,4.66,2025-01-25
